sample_id,sid,name,time,date,year,month,hour,basin,nature,lat,lon,wind_kt,pres_hpa,source,experiment,label_tc,candidate_lat,candidate_lon,matched_sid,matched_name,label_distance_km,split
IBT_1995210N26273_1995080206,1995210N26273,DEAN,1995-08-02 06:00:00,1995-08-02,1995,8,6,NA,TS,33.0,261.5,20.0,1004.0,IBTRACS_ERA5,OBS,1,33.0,261.5,1995210N26273,DEAN,0.0,train
IBT_1995210N26273_1995080212,1995210N26273,DEAN,1995-08-02 12:00:00,1995-08-02,1995,8,12,NA,TS,33.0,261.5,20.0,1004.0,IBTRACS_ERA5,OBS,1,33.0,261.5,1995210N26273,DEAN,0.0,train
IBT_1995210N26273_1995080218,1995210N26273,DEAN,1995-08-02 18:00:00,1995-08-02,1995,8,18,NA,TS,33.0,261.5,20.0,1004.0,IBTRACS_ERA5,OBS,1,33.0,261.5,1995210N26273,DEAN,0.0,train
IBT_1995212N22287_1995073100,1995212N22287,ERIN,1995-07-31 00:00:00,1995-07-31,1995,7,0,NA,TS,22.299999237060547,286.79998779296875,45.0,1004.0,IBTRACS_ERA5,OBS,1,22.299999237060547,286.79998779296875,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995073106,1995212N22287,ERIN,1995-07-31 06:00:00,1995-07-31,1995,7,6,NA,TS,22.600000381469727,286.3999938964844,50.0,1003.0,IBTRACS_ERA5,OBS,1,22.600000381469727,286.3999938964844,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995073112,1995212N22287,ERIN,1995-07-31 12:00:00,1995-07-31,1995,7,12,NA,TS,22.799999237060547,286.1000061035156,55.0,999.0,IBTRACS_ERA5,OBS,1,22.799999237060547,286.1000061035156,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995073118,1995212N22287,ERIN,1995-07-31 18:00:00,1995-07-31,1995,7,18,NA,TS,23.200000762939453,285.70001220703125,60.0,997.0,IBTRACS_ERA5,OBS,1,23.200000762939453,285.70001220703125,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080100,1995212N22287,ERIN,1995-08-01 00:00:00,1995-08-01,1995,8,0,NA,TS,23.600000381469727,285.1000061035156,70.0,992.0,IBTRACS_ERA5,OBS,1,23.600000381469727,285.1000061035156,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080106,1995212N22287,ERIN,1995-08-01 06:00:00,1995-08-01,1995,8,6,NA,TS,24.299999237060547,284.29998779296875,75.0,988.0,IBTRACS_ERA5,OBS,1,24.299999237060547,284.29998779296875,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080112,1995212N22287,ERIN,1995-08-01 12:00:00,1995-08-01,1995,8,12,NA,TS,25.5,283.70001220703125,75.0,985.0,IBTRACS_ERA5,OBS,1,25.5,283.70001220703125,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080118,1995212N22287,ERIN,1995-08-01 18:00:00,1995-08-01,1995,8,18,NA,TS,26.299999237060547,282.29998779296875,75.0,980.0,IBTRACS_ERA5,OBS,1,26.299999237060547,282.29998779296875,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080200,1995212N22287,ERIN,1995-08-02 00:00:00,1995-08-02,1995,8,0,NA,TS,26.899999618530273,281.0,75.0,982.0,IBTRACS_ERA5,OBS,1,26.899999618530273,281.0,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080206,1995212N22287,ERIN,1995-08-02 06:00:00,1995-08-02,1995,8,6,NA,TS,27.700000762939453,279.6000061035156,75.0,985.0,IBTRACS_ERA5,OBS,1,27.700000762939453,279.6000061035156,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080206,1995212N22287,ERIN,1995-08-02 06:15:00,1995-08-02,1995,8,6,NA,TS,27.700000762939453,279.70001220703125,75.0,984.0,IBTRACS_ERA5,OBS,1,27.700000762939453,279.70001220703125,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080212,1995212N22287,ERIN,1995-08-02 12:00:00,1995-08-02,1995,8,12,NA,TS,28.200000762939453,278.1000061035156,50.0,990.0,IBTRACS_ERA5,OBS,1,28.200000762939453,278.1000061035156,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080218,1995212N22287,ERIN,1995-08-02 18:00:00,1995-08-02,1995,8,18,NA,TS,28.600000381469727,276.6000061035156,60.0,988.0,IBTRACS_ERA5,OBS,1,28.600000381469727,276.6000061035156,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080300,1995212N22287,ERIN,1995-08-03 00:00:00,1995-08-03,1995,8,0,NA,TS,28.799999237060547,275.29998779296875,65.0,985.0,IBTRACS_ERA5,OBS,1,28.799999237060547,275.29998779296875,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080306,1995212N22287,ERIN,1995-08-03 06:00:00,1995-08-03,1995,8,6,NA,TS,29.299999237060547,274.29998779296875,70.0,979.0,IBTRACS_ERA5,OBS,1,29.299999237060547,274.29998779296875,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080312,1995212N22287,ERIN,1995-08-03 12:00:00,1995-08-03,1995,8,12,NA,TS,29.799999237060547,273.3999938964844,80.0,974.0,IBTRACS_ERA5,OBS,1,29.799999237060547,273.3999938964844,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080318,1995212N22287,ERIN,1995-08-03 18:00:00,1995-08-03,1995,8,18,NA,TS,30.600000381469727,272.5,65.0,985.0,IBTRACS_ERA5,OBS,1,30.600000381469727,272.5,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080400,1995212N22287,ERIN,1995-08-04 00:00:00,1995-08-04,1995,8,0,NA,TS,31.399999618530273,271.5,45.0,997.0,IBTRACS_ERA5,OBS,1,31.399999618530273,271.5,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080406,1995212N22287,ERIN,1995-08-04 06:00:00,1995-08-04,1995,8,6,NA,TS,32.29999923706055,270.8999938964844,35.0,1001.0,IBTRACS_ERA5,OBS,1,32.29999923706055,270.8999938964844,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080412,1995212N22287,ERIN,1995-08-04 12:00:00,1995-08-04,1995,8,12,NA,TS,33.20000076293945,270.29998779296875,20.0,1003.0,IBTRACS_ERA5,OBS,1,33.20000076293945,270.29998779296875,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080418,1995212N22287,ERIN,1995-08-04 18:00:00,1995-08-04,1995,8,18,NA,TS,34.099998474121094,269.79998779296875,20.0,1003.0,IBTRACS_ERA5,OBS,1,34.099998474121094,269.79998779296875,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080500,1995212N22287,ERIN,1995-08-05 00:00:00,1995-08-05,1995,8,0,NA,TS,34.79999923706055,269.79998779296875,20.0,1003.0,IBTRACS_ERA5,OBS,1,34.79999923706055,269.79998779296875,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080506,1995212N22287,ERIN,1995-08-05 06:00:00,1995-08-05,1995,8,6,NA,TS,35.400001525878906,269.8999938964844,20.0,1003.0,IBTRACS_ERA5,OBS,1,35.400001525878906,269.8999938964844,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080512,1995212N22287,ERIN,1995-08-05 12:00:00,1995-08-05,1995,8,12,NA,TS,36.29999923706055,270.20001220703125,20.0,1003.0,IBTRACS_ERA5,OBS,1,36.29999923706055,270.20001220703125,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080518,1995212N22287,ERIN,1995-08-05 18:00:00,1995-08-05,1995,8,18,NA,TS,37.5,271.20001220703125,20.0,1003.0,IBTRACS_ERA5,OBS,1,37.5,271.20001220703125,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080600,1995212N22287,ERIN,1995-08-06 00:00:00,1995-08-06,1995,8,0,NA,TS,38.400001525878906,273.20001220703125,20.0,1003.0,IBTRACS_ERA5,OBS,1,38.400001525878906,273.20001220703125,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080606,1995212N22287,ERIN,1995-08-06 06:00:00,1995-08-06,1995,8,6,NA,TS,38.70000076293945,275.1000061035156,20.0,1005.0,IBTRACS_ERA5,OBS,1,38.70000076293945,275.1000061035156,1995212N22287,ERIN,0.0,train
IBT_1995212N22287_1995080612,1995212N22287,ERIN,1995-08-06 12:00:00,1995-08-06,1995,8,12,NA,TS,38.79999923706055,278.0,20.0,1008.0,IBTRACS_ERA5,OBS,1,38.79999923706055,278.0,1995212N22287,ERIN,0.0,train
IBT_1995218N20265_1995080518,1995218N20265,UNNAMED,1995-08-05 18:00:00,1995-08-05,1995,8,18,NA,TS,20.200000762939453,264.79998779296875,20.0,1008.0,IBTRACS_ERA5,OBS,1,20.200000762939453,264.79998779296875,1995218N20265,UNNAMED,0.0,train
IBT_1995218N20265_1995080600,1995218N20265,UNNAMED,1995-08-06 00:00:00,1995-08-06,1995,8,0,NA,TS,20.5,264.3999938964844,20.0,1005.0,IBTRACS_ERA5,OBS,1,20.5,264.3999938964844,1995218N20265,UNNAMED,0.0,train
IBT_1995218N20265_1995080606,1995218N20265,UNNAMED,1995-08-06 06:00:00,1995-08-06,1995,8,6,NA,TS,20.700000762939453,264.1000061035156,20.0,1004.0,IBTRACS_ERA5,OBS,1,20.700000762939453,264.1000061035156,1995218N20265,UNNAMED,0.0,train
IBT_1995218N20265_1995080612,1995218N20265,UNNAMED,1995-08-06 12:00:00,1995-08-06,1995,8,12,NA,TS,20.899999618530273,263.79998779296875,25.0,1003.0,IBTRACS_ERA5,OBS,1,20.899999618530273,263.79998779296875,1995218N20265,UNNAMED,0.0,train
IBT_1995218N20265_1995080618,1995218N20265,UNNAMED,1995-08-06 18:00:00,1995-08-06,1995,8,18,NA,TS,21.200000762939453,263.29998779296875,30.0,1003.0,IBTRACS_ERA5,OBS,1,21.200000762939453,263.29998779296875,1995218N20265,UNNAMED,0.0,train
IBT_1995218N20265_1995080700,1995218N20265,UNNAMED,1995-08-07 00:00:00,1995-08-07,1995,8,0,NA,TS,21.5,262.5,30.0,1002.0,IBTRACS_ERA5,OBS,1,21.5,262.5,1995218N20265,UNNAMED,0.0,train
IBT_1995218N20265_1995080706,1995218N20265,UNNAMED,1995-08-07 06:00:00,1995-08-07,1995,8,6,NA,TS,21.700000762939453,261.79998779296875,30.0,1003.0,IBTRACS_ERA5,OBS,1,21.700000762939453,261.79998779296875,1995218N20265,UNNAMED,0.0,train
IBT_1995218N20265_1995080712,1995218N20265,UNNAMED,1995-08-07 12:00:00,1995-08-07,1995,8,12,NA,TS,21.799999237060547,261.0,20.0,1003.0,IBTRACS_ERA5,OBS,1,21.799999237060547,261.0,1995218N20265,UNNAMED,0.0,train
IBT_1995220N14329_1995080800,1995220N14329,FELIX,1995-08-08 00:00:00,1995-08-08,1995,8,0,NA,TS,14.300000190734863,329.20001220703125,30.0,1010.0,IBTRACS_ERA5,OBS,1,14.300000190734863,329.20001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995080806,1995220N14329,FELIX,1995-08-08 06:00:00,1995-08-08,1995,8,6,NA,TS,14.699999809265137,327.5,30.0,1008.0,IBTRACS_ERA5,OBS,1,14.699999809265137,327.5,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995080812,1995220N14329,FELIX,1995-08-08 12:00:00,1995-08-08,1995,8,12,NA,TS,15.0,325.6000061035156,30.0,1007.0,IBTRACS_ERA5,OBS,1,15.0,325.6000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995080818,1995220N14329,FELIX,1995-08-08 18:00:00,1995-08-08,1995,8,18,NA,TS,15.5,323.6000061035156,35.0,1005.0,IBTRACS_ERA5,OBS,1,15.5,323.6000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995080900,1995220N14329,FELIX,1995-08-09 00:00:00,1995-08-09,1995,8,0,NA,TS,15.699999809265137,321.70001220703125,40.0,1004.0,IBTRACS_ERA5,OBS,1,15.699999809265137,321.70001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995080906,1995220N14329,FELIX,1995-08-09 06:00:00,1995-08-09,1995,8,6,NA,TS,16.0,319.79998779296875,45.0,1003.0,IBTRACS_ERA5,OBS,1,16.0,319.79998779296875,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995080912,1995220N14329,FELIX,1995-08-09 12:00:00,1995-08-09,1995,8,12,NA,TS,16.200000762939453,318.1000061035156,45.0,1001.0,IBTRACS_ERA5,OBS,1,16.200000762939453,318.1000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995080918,1995220N14329,FELIX,1995-08-09 18:00:00,1995-08-09,1995,8,18,NA,TS,16.600000381469727,316.29998779296875,45.0,1000.0,IBTRACS_ERA5,OBS,1,16.600000381469727,316.29998779296875,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081000,1995220N14329,FELIX,1995-08-10 00:00:00,1995-08-10,1995,8,0,NA,TS,17.0,314.3999938964844,50.0,998.0,IBTRACS_ERA5,OBS,1,17.0,314.3999938964844,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081006,1995220N14329,FELIX,1995-08-10 06:00:00,1995-08-10,1995,8,6,NA,TS,17.5,312.6000061035156,55.0,995.0,IBTRACS_ERA5,OBS,1,17.5,312.6000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081012,1995220N14329,FELIX,1995-08-10 12:00:00,1995-08-10,1995,8,12,NA,TS,18.0,310.8999938964844,60.0,993.0,IBTRACS_ERA5,OBS,1,18.0,310.8999938964844,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081018,1995220N14329,FELIX,1995-08-10 18:00:00,1995-08-10,1995,8,18,NA,TS,18.399999618530273,309.20001220703125,60.0,991.0,IBTRACS_ERA5,OBS,1,18.399999618530273,309.20001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081100,1995220N14329,FELIX,1995-08-11 00:00:00,1995-08-11,1995,8,0,NA,TS,18.899999618530273,307.6000061035156,65.0,987.0,IBTRACS_ERA5,OBS,1,18.899999618530273,307.6000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081106,1995220N14329,FELIX,1995-08-11 06:00:00,1995-08-11,1995,8,6,NA,TS,19.600000381469727,306.1000061035156,70.0,980.0,IBTRACS_ERA5,OBS,1,19.600000381469727,306.1000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081112,1995220N14329,FELIX,1995-08-11 12:00:00,1995-08-11,1995,8,12,NA,TS,20.399999618530273,304.6000061035156,80.0,972.0,IBTRACS_ERA5,OBS,1,20.399999618530273,304.6000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081118,1995220N14329,FELIX,1995-08-11 18:00:00,1995-08-11,1995,8,18,NA,TS,21.299999237060547,303.5,90.0,965.0,IBTRACS_ERA5,OBS,1,21.299999237060547,303.5,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081200,1995220N14329,FELIX,1995-08-12 00:00:00,1995-08-12,1995,8,0,NA,TS,22.100000381469727,302.20001220703125,100.0,955.0,IBTRACS_ERA5,OBS,1,22.100000381469727,302.20001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081206,1995220N14329,FELIX,1995-08-12 06:00:00,1995-08-12,1995,8,6,NA,TS,22.899999618530273,301.0,110.0,943.0,IBTRACS_ERA5,OBS,1,22.899999618530273,301.0,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081212,1995220N14329,FELIX,1995-08-12 12:00:00,1995-08-12,1995,8,12,NA,TS,23.600000381469727,299.79998779296875,115.0,932.0,IBTRACS_ERA5,OBS,1,23.600000381469727,299.79998779296875,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081218,1995220N14329,FELIX,1995-08-12 18:00:00,1995-08-12,1995,8,18,NA,TS,24.299999237060547,299.0,120.0,929.0,IBTRACS_ERA5,OBS,1,24.299999237060547,299.0,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081300,1995220N14329,FELIX,1995-08-13 00:00:00,1995-08-13,1995,8,0,NA,TS,25.100000381469727,298.3999938964844,115.0,930.0,IBTRACS_ERA5,OBS,1,25.100000381469727,298.3999938964844,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081306,1995220N14329,FELIX,1995-08-13 06:00:00,1995-08-13,1995,8,6,NA,TS,25.899999618530273,298.1000061035156,105.0,937.0,IBTRACS_ERA5,OBS,1,25.899999618530273,298.1000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081312,1995220N14329,FELIX,1995-08-13 12:00:00,1995-08-13,1995,8,12,NA,TS,26.600000381469727,297.70001220703125,100.0,942.0,IBTRACS_ERA5,OBS,1,26.600000381469727,297.70001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081318,1995220N14329,FELIX,1995-08-13 18:00:00,1995-08-13,1995,8,18,NA,TS,27.399999618530273,297.70001220703125,95.0,947.0,IBTRACS_ERA5,OBS,1,27.399999618530273,297.70001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081400,1995220N14329,FELIX,1995-08-14 00:00:00,1995-08-14,1995,8,0,NA,TS,28.200000762939453,297.5,90.0,948.0,IBTRACS_ERA5,OBS,1,28.200000762939453,297.5,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081406,1995220N14329,FELIX,1995-08-14 06:00:00,1995-08-14,1995,8,6,NA,TS,29.0,297.1000061035156,80.0,954.0,IBTRACS_ERA5,OBS,1,29.0,297.1000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081412,1995220N14329,FELIX,1995-08-14 12:00:00,1995-08-14,1995,8,12,NA,TS,29.899999618530273,296.6000061035156,80.0,962.0,IBTRACS_ERA5,OBS,1,29.899999618530273,296.6000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081418,1995220N14329,FELIX,1995-08-14 18:00:00,1995-08-14,1995,8,18,NA,TS,30.700000762939453,295.8999938964844,75.0,962.0,IBTRACS_ERA5,OBS,1,30.700000762939453,295.8999938964844,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081500,1995220N14329,FELIX,1995-08-15 00:00:00,1995-08-15,1995,8,0,NA,TS,31.299999237060547,294.8999938964844,75.0,962.0,IBTRACS_ERA5,OBS,1,31.299999237060547,294.8999938964844,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081506,1995220N14329,FELIX,1995-08-15 06:00:00,1995-08-15,1995,8,6,NA,TS,31.899999618530273,293.79998779296875,75.0,964.0,IBTRACS_ERA5,OBS,1,31.899999618530273,293.79998779296875,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081512,1995220N14329,FELIX,1995-08-15 12:00:00,1995-08-15,1995,8,12,NA,TS,32.5,292.6000061035156,70.0,968.0,IBTRACS_ERA5,OBS,1,32.5,292.6000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081518,1995220N14329,FELIX,1995-08-15 18:00:00,1995-08-15,1995,8,18,NA,TS,33.099998474121094,291.20001220703125,70.0,965.0,IBTRACS_ERA5,OBS,1,33.099998474121094,291.20001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081600,1995220N14329,FELIX,1995-08-16 00:00:00,1995-08-16,1995,8,0,NA,TS,33.5,289.8999938964844,70.0,963.0,IBTRACS_ERA5,OBS,1,33.5,289.8999938964844,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081606,1995220N14329,FELIX,1995-08-16 06:00:00,1995-08-16,1995,8,6,NA,TS,34.0,288.70001220703125,70.0,966.0,IBTRACS_ERA5,OBS,1,34.0,288.70001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081612,1995220N14329,FELIX,1995-08-16 12:00:00,1995-08-16,1995,8,12,NA,TS,34.599998474121094,287.6000061035156,70.0,968.0,IBTRACS_ERA5,OBS,1,34.599998474121094,287.6000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081618,1995220N14329,FELIX,1995-08-16 18:00:00,1995-08-16,1995,8,18,NA,TS,34.79999923706055,287.29998779296875,70.0,970.0,IBTRACS_ERA5,OBS,1,34.79999923706055,287.29998779296875,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081700,1995220N14329,FELIX,1995-08-17 00:00:00,1995-08-17,1995,8,0,NA,TS,35.29999923706055,287.1000061035156,65.0,968.0,IBTRACS_ERA5,OBS,1,35.29999923706055,287.1000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081706,1995220N14329,FELIX,1995-08-17 06:00:00,1995-08-17,1995,8,6,NA,TS,35.599998474121094,287.1000061035156,65.0,971.0,IBTRACS_ERA5,OBS,1,35.599998474121094,287.1000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081712,1995220N14329,FELIX,1995-08-17 12:00:00,1995-08-17,1995,8,12,NA,TS,36.099998474121094,287.29998779296875,65.0,972.0,IBTRACS_ERA5,OBS,1,36.099998474121094,287.29998779296875,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081718,1995220N14329,FELIX,1995-08-17 18:00:00,1995-08-17,1995,8,18,NA,TS,36.5,287.79998779296875,65.0,973.0,IBTRACS_ERA5,OBS,1,36.5,287.79998779296875,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081800,1995220N14329,FELIX,1995-08-18 00:00:00,1995-08-18,1995,8,0,NA,TS,36.79999923706055,288.5,65.0,973.0,IBTRACS_ERA5,OBS,1,36.79999923706055,288.5,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081806,1995220N14329,FELIX,1995-08-18 06:00:00,1995-08-18,1995,8,6,NA,TS,37.099998474121094,289.29998779296875,65.0,971.0,IBTRACS_ERA5,OBS,1,37.099998474121094,289.29998779296875,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081812,1995220N14329,FELIX,1995-08-18 12:00:00,1995-08-18,1995,8,12,NA,TS,37.099998474121094,290.1000061035156,65.0,970.0,IBTRACS_ERA5,OBS,1,37.099998474121094,290.1000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081818,1995220N14329,FELIX,1995-08-18 18:00:00,1995-08-18,1995,8,18,NA,TS,36.900001525878906,291.1000061035156,70.0,971.0,IBTRACS_ERA5,OBS,1,36.900001525878906,291.1000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081900,1995220N14329,FELIX,1995-08-19 00:00:00,1995-08-19,1995,8,0,NA,TS,36.599998474121094,291.8999938964844,70.0,970.0,IBTRACS_ERA5,OBS,1,36.599998474121094,291.8999938964844,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081906,1995220N14329,FELIX,1995-08-19 06:00:00,1995-08-19,1995,8,6,NA,TS,36.099998474121094,292.20001220703125,70.0,970.0,IBTRACS_ERA5,OBS,1,36.099998474121094,292.20001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081912,1995220N14329,FELIX,1995-08-19 12:00:00,1995-08-19,1995,8,12,NA,TS,35.70000076293945,292.5,70.0,971.0,IBTRACS_ERA5,OBS,1,35.70000076293945,292.5,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995081918,1995220N14329,FELIX,1995-08-19 18:00:00,1995-08-19,1995,8,18,NA,TS,35.400001525878906,292.6000061035156,70.0,973.0,IBTRACS_ERA5,OBS,1,35.400001525878906,292.6000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082000,1995220N14329,FELIX,1995-08-20 00:00:00,1995-08-20,1995,8,0,NA,TS,35.099998474121094,292.5,65.0,976.0,IBTRACS_ERA5,OBS,1,35.099998474121094,292.5,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082006,1995220N14329,FELIX,1995-08-20 06:00:00,1995-08-20,1995,8,6,NA,TS,35.0,292.1000061035156,60.0,979.0,IBTRACS_ERA5,OBS,1,35.0,292.1000061035156,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082012,1995220N14329,FELIX,1995-08-20 12:00:00,1995-08-20,1995,8,12,NA,TS,35.400001525878906,291.79998779296875,60.0,982.0,IBTRACS_ERA5,OBS,1,35.400001525878906,291.79998779296875,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082018,1995220N14329,FELIX,1995-08-20 18:00:00,1995-08-20,1995,8,18,NA,TS,35.900001525878906,291.70001220703125,60.0,985.0,IBTRACS_ERA5,OBS,1,35.900001525878906,291.70001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082100,1995220N14329,FELIX,1995-08-21 00:00:00,1995-08-21,1995,8,0,NA,TS,36.599998474121094,292.20001220703125,60.0,986.0,IBTRACS_ERA5,OBS,1,36.599998474121094,292.20001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082106,1995220N14329,FELIX,1995-08-21 06:00:00,1995-08-21,1995,8,6,NA,TS,37.70000076293945,293.0,55.0,988.0,IBTRACS_ERA5,OBS,1,37.70000076293945,293.0,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082112,1995220N14329,FELIX,1995-08-21 12:00:00,1995-08-21,1995,8,12,NA,TS,39.0,293.8999938964844,50.0,989.0,IBTRACS_ERA5,OBS,1,39.0,293.8999938964844,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082118,1995220N14329,FELIX,1995-08-21 18:00:00,1995-08-21,1995,8,18,NA,TS,40.599998474121094,296.70001220703125,50.0,988.0,IBTRACS_ERA5,OBS,1,40.599998474121094,296.70001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082200,1995220N14329,FELIX,1995-08-22 00:00:00,1995-08-22,1995,8,0,NA,TS,42.5,300.20001220703125,50.0,987.0,IBTRACS_ERA5,OBS,1,42.5,300.20001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082206,1995220N14329,FELIX,1995-08-22 06:00:00,1995-08-22,1995,8,6,NA,TS,44.5,304.20001220703125,50.0,986.0,IBTRACS_ERA5,OBS,1,44.5,304.20001220703125,1995220N14329,FELIX,0.0,train
IBT_1995220N14329_1995082212,1995220N14329,FELIX,1995-08-22 12:00:00,1995-08-22,1995,8,12,NA,TS,46.79999923706055,309.20001220703125,50.0,985.0,IBTRACS_ERA5,OBS,1,46.79999923706055,309.20001220703125,1995220N14329,FELIX,0.0,train
IBT_1995222N24265_1995080918,1995222N24265,GABRIELLE,1995-08-09 18:00:00,1995-08-09,1995,8,18,NA,TS,23.700000762939453,265.20001220703125,30.0,1007.0,IBTRACS_ERA5,OBS,1,23.700000762939453,265.20001220703125,1995222N24265,GABRIELLE,0.0,train
IBT_1995222N24265_1995081000,1995222N24265,GABRIELLE,1995-08-10 00:00:00,1995-08-10,1995,8,0,NA,TS,23.700000762939453,264.6000061035156,30.0,1004.0,IBTRACS_ERA5,OBS,1,23.700000762939453,264.6000061035156,1995222N24265,GABRIELLE,0.0,train
IBT_1995222N24265_1995081006,1995222N24265,GABRIELLE,1995-08-10 06:00:00,1995-08-10,1995,8,6,NA,TS,23.700000762939453,263.79998779296875,30.0,1002.0,IBTRACS_ERA5,OBS,1,23.700000762939453,263.79998779296875,1995222N24265,GABRIELLE,0.0,train
IBT_1995222N24265_1995081012,1995222N24265,GABRIELLE,1995-08-10 12:00:00,1995-08-10,1995,8,12,NA,TS,23.5,263.5,35.0,999.0,IBTRACS_ERA5,OBS,1,23.5,263.5,1995222N24265,GABRIELLE,0.0,train
IBT_1995222N24265_1995081018,1995222N24265,GABRIELLE,1995-08-10 18:00:00,1995-08-10,1995,8,18,NA,TS,23.100000381469727,263.29998779296875,40.0,997.0,IBTRACS_ERA5,OBS,1,23.100000381469727,263.29998779296875,1995222N24265,GABRIELLE,0.0,train
